,caption,prob
6306,a man in a suit and tie is standing in a room.,"[4.21310542e-09 4.10194407e-05 9.98106718e-01 ... 1.64901781e-08
 1.88588309e-08 1.34430875e-08]"
6307,a clock tower with a clock on it.,"[4.9112896e-09 2.2458778e-05 9.9760902e-01 ... 2.0050573e-08 2.2809720e-08
 1.6634464e-08]"
6308,a clock tower with a clock on it.,"[4.9112896e-09 2.2458778e-05 9.9760902e-01 ... 2.0050573e-08 2.2809720e-08
 1.6634464e-08]"
6309,a clock tower with a clock on it.,"[4.9112896e-09 2.2458778e-05 9.9760902e-01 ... 2.0050573e-08 2.2809720e-08
 1.6634464e-08]"
6310,a group of people standing on a beach with a kite.,"[5.4855880e-09 2.4034476e-05 9.9745828e-01 ... 2.2922627e-08 2.5715938e-08
 1.8785997e-08]"
6311,a group of people standing on a beach with a kite.,"[5.4855880e-09 2.4034476e-05 9.9745828e-01 ... 2.2922627e-08 2.5715938e-08
 1.8785997e-08]"
6312,a train is traveling down the tracks near a building.,"[6.1252976e-09 2.5368603e-05 9.9748224e-01 ... 2.6365100e-08 2.9999768e-08
 2.1800227e-08]"
6313,a group of people standing around a table with a large umbrella.,"[4.8860027e-09 2.4278781e-05 9.9794704e-01 ... 1.9339671e-08 2.4765605e-08
 1.6822737e-08]"
6314,a group of people standing around a table with a large umbrella.,"[4.8860027e-09 2.4278781e-05 9.9794704e-01 ... 1.9339671e-08 2.4765605e-08
 1.6822737e-08]"
6315,a man is riding a skateboard down a street.,"[6.5379995e-09 4.3944903e-05 9.9744725e-01 ... 2.6602848e-08 3.2596294e-08
 2.1786702e-08]"
6316,a man is holding a tennis racket on a court.,"[6.4140773e-09 3.8785547e-05 9.9742669e-01 ... 2.7424090e-08 3.7617287e-08
 2.3282380e-08]"
6317,a man is holding a tennis racket on a court.,"[6.4140773e-09 3.8785547e-05 9.9742669e-01 ... 2.7424090e-08 3.7617287e-08
 2.3282380e-08]"
6318,a man is holding a cell phone in a hand.,"[4.3633754e-09 3.4944940e-05 9.9801743e-01 ... 1.7912695e-08 2.2640529e-08
 1.4676186e-08]"
6319,a man is holding a cell phone in a hand.,"[4.3633754e-09 3.4944940e-05 9.9801743e-01 ... 1.7912695e-08 2.2640529e-08
 1.4676186e-08]"
6320,a group of people standing in a field with a frisbee.,"[6.4738006e-09 3.0789597e-05 9.9745184e-01 ... 2.7223715e-08 3.6697081e-08
 2.3523699e-08]"
6321,a large truck is parked on the side of a road.,"[3.7556860e-09 1.9508901e-05 9.9809355e-01 ... 1.5542826e-08 1.7306597e-08
 1.2864680e-08]"
6322,a group of people standing around a table with a clock.,"[5.1244315e-09 2.3352113e-05 9.9790084e-01 ... 2.1206498e-08 2.6483741e-08
 1.8286796e-08]"
6323,a group of people standing around a table with a crowd of people.,"[5.6088423e-09 2.5521536e-05 9.9764806e-01 ... 2.2166864e-08 2.8382260e-08
 1.8955227e-08]"
6324,a group of people standing around a table with a crowd of people.,"[5.6088423e-09 2.5521536e-05 9.9764806e-01 ... 2.2166864e-08 2.8382260e-08
 1.8955227e-08]"
6325,a group of people standing around a table with a crowd of people.,"[5.6088423e-09 2.5521536e-05 9.9764806e-01 ... 2.2166864e-08 2.8382260e-08
 1.8955227e-08]"
6326,a man is riding a skateboard on a street.,"[7.3599047e-09 3.7891979e-05 9.9729687e-01 ... 3.2002426e-08 4.1018630e-08
 2.6859659e-08]"
6327,a man is riding a motorcycle on a city street.,"[5.0830788e-09 3.0614559e-05 9.9782276e-01 ... 2.0592537e-08 2.4168974e-08
 1.6968094e-08]"
6328,a man is riding a motorcycle on a city street.,"[5.0830788e-09 3.0614559e-05 9.9782276e-01 ... 2.0592537e-08 2.4168974e-08
 1.6968094e-08]"
6329,a man is riding a motorcycle on a city street.,"[5.0830788e-09 3.0614559e-05 9.9782276e-01 ... 2.0592537e-08 2.4168974e-08
 1.6968094e-08]"
6330,a man is holding a tennis racket on a court.,"[6.6296475e-09 3.8782895e-05 9.9734890e-01 ... 2.8417347e-08 3.9212985e-08
 2.4445800e-08]"
6331,a man is holding a tennis racket on a court.,"[6.6296475e-09 3.8782895e-05 9.9734890e-01 ... 2.8417347e-08 3.9212985e-08
 2.4445800e-08]"
6332,a man is holding a tennis racket on a court.,"[6.6296475e-09 3.8782895e-05 9.9734890e-01 ... 2.8417347e-08 3.9212985e-08
 2.4445800e-08]"
6333,a man is holding a tennis racket on a court.,"[6.6296475e-09 3.8782895e-05 9.9734890e-01 ... 2.8417347e-08 3.9212985e-08
 2.4445800e-08]"
6334,a man in a suit and tie is standing on a sidewalk.,"[5.8388787e-09 4.5629888e-05 9.9765658e-01 ... 2.2712042e-08 2.8253304e-08
 1.8625846e-08]"
6335,a man in a suit and tie is standing on a sidewalk.,"[5.8388787e-09 4.5629888e-05 9.9765658e-01 ... 2.2712042e-08 2.8253304e-08
 1.8625846e-08]"
6336,a man in a suit and tie is standing on a sidewalk.,"[5.8388787e-09 4.5629888e-05 9.9765658e-01 ... 2.2712042e-08 2.8253304e-08
 1.8625846e-08]"
6337,a stop sign with a stop sign on it.,"[8.2575928e-09 3.2834694e-05 9.9700075e-01 ... 3.8473900e-08 4.5588433e-08
 3.1252583e-08]"
6338,a stop sign with a stop sign on it.,"[8.2575928e-09 3.2834694e-05 9.9700075e-01 ... 3.8473900e-08 4.5588433e-08
 3.1252583e-08]"
6339,a large clock on a wall with a clock on it.,"[4.1711581e-09 2.2324515e-05 9.9801302e-01 ... 1.7821218e-08 1.8933212e-08
 1.4292382e-08]"
6340,a large clock on a wall with a clock on it.,"[4.1711581e-09 2.2324515e-05 9.9801302e-01 ... 1.7821218e-08 1.8933212e-08
 1.4292382e-08]"
6341,a man is sitting on a couch with a laptop.,"[3.6053245e-09 2.6777172e-05 9.9811065e-01 ... 1.5025080e-08 1.6189748e-08
 1.2194353e-08]"
6342,a man is standing on a sidewalk with a skateboard.,"[6.9009514e-09 3.5542846e-05 9.9737358e-01 ... 2.9796121e-08 3.6980374e-08
 2.4116060e-08]"
6343,a man is standing on a sidewalk with a skateboard.,"[6.9009514e-09 3.5542846e-05 9.9737358e-01 ... 2.9796121e-08 3.6980374e-08
 2.4116060e-08]"
6344,a man is sitting on a couch with a laptop.,"[4.2515209e-09 2.5954725e-05 9.9797124e-01 ... 1.7807595e-08 1.9279479e-08
 1.4525877e-08]"
6345,a man in a suit and tie is standing in a room.,"[3.9370982e-09 3.7465590e-05 9.9825007e-01 ... 1.5821659e-08 1.8097012e-08
 1.2922255e-08]"
6346,a stop sign with a clock on it.,"[7.1989121e-09 2.9675417e-05 9.9730128e-01 ... 3.3715100e-08 4.0384570e-08
 2.7044019e-08]"
6347,a man in a suit and tie is standing in front of a building.,"[3.4567205e-09 3.9021164e-05 9.9823242e-01 ... 1.2994643e-08 1.4762907e-08
 1.0364403e-08]"
6348,a man is holding a tennis racket in a park.,"[5.8157621e-09 3.7416550e-05 9.9746275e-01 ... 2.4669076e-08 3.3341180e-08
 2.1097440e-08]"
6349,a man is holding a skateboard on a skateboard.,"[6.0830878e-09 4.0703679e-05 9.9741107e-01 ... 2.4830232e-08 3.1218249e-08
 2.0376230e-08]"
6350,a group of people standing around a table with a crowd of people.,"[6.4573409e-09 2.8211034e-05 9.9724126e-01 ... 2.5478169e-08 3.4618235e-08
 2.2746407e-08]"
6351,a group of people standing around a table with a crowd of people.,"[6.0956720e-09 2.4247560e-05 9.9736446e-01 ... 2.4982651e-08 3.3180005e-08
 2.2038197e-08]"
6352,a group of people standing around a table with a crowd of people.,"[6.0956720e-09 2.4247560e-05 9.9736446e-01 ... 2.4982651e-08 3.3180005e-08
 2.2038197e-08]"
6353,a group of people standing around a table with a crowd of people.,"[6.0956720e-09 2.4247560e-05 9.9736446e-01 ... 2.4982651e-08 3.3180005e-08
 2.2038197e-08]"
6354,a man is holding a cell phone in a room.,"[5.5680540e-09 3.4052224e-05 9.9773824e-01 ... 2.2851042e-08 3.0337336e-08
 1.9434493e-08]"
6355,a man riding a surfboard on a wave.,"[5.1375380e-09 2.9898771e-05 9.9737984e-01 ... 2.1810923e-08 2.3050683e-08
 1.6921691e-08]"
6356,a man holding a cell phone in a hand.,"[6.7546320e-09 4.2382515e-05 9.9741369e-01 ... 3.0152933e-08 3.8430269e-08
 2.4060473e-08]"
6357,a man holding a cell phone in a hand.,"[6.7546320e-09 4.2382515e-05 9.9741369e-01 ... 3.0152933e-08 3.8430269e-08
 2.4060473e-08]"
6358,a man holding a cell phone in a hand.,"[6.7546320e-09 4.2382515e-05 9.9741369e-01 ... 3.0152933e-08 3.8430269e-08
 2.4060473e-08]"
6359,a man standing in a room with a clock on it.,"[5.3322839e-09 2.9543482e-05 9.9770617e-01 ... 2.1349873e-08 2.6287555e-08
 1.7798010e-08]"
6360,a man is holding a frisbee in a park.,"[5.4503078e-09 3.6142646e-05 9.9746633e-01 ... 2.3253394e-08 2.6257034e-08
 1.8649059e-08]"
6361,a man is holding a frisbee in a park.,"[5.4503078e-09 3.6142646e-05 9.9746633e-01 ... 2.3253394e-08 2.6257034e-08
 1.8649059e-08]"
6362,a group of people standing in a park with a kite.,"[6.7408426e-09 3.1177355e-05 9.9733490e-01 ... 2.6901649e-08 3.5807602e-08
 2.3368724e-08]"
6363,a group of people standing in a park with a kite.,"[6.7408426e-09 3.1177355e-05 9.9733490e-01 ... 2.6901649e-08 3.5807602e-08
 2.3368724e-08]"
6364,a group of people standing in a park with a kite.,"[6.7408426e-09 3.1177355e-05 9.9733490e-01 ... 2.6901649e-08 3.5807602e-08
 2.3368724e-08]"
6365,a group of people standing on a sidewalk with a crowd of people.,"[5.8890683e-09 3.5032754e-05 9.9737191e-01 ... 2.2380123e-08 2.7065234e-08
 1.8641673e-08]"
6366,a man is riding a motorcycle on a street.,"[6.8079160e-09 3.7588208e-05 9.9750429e-01 ... 2.9632822e-08 3.6295194e-08
 2.4451195e-08]"
6367,a man is standing in front of a store.,"[5.8927179e-09 3.1410931e-05 9.9789667e-01 ... 2.4093943e-08 2.9255443e-08
 2.0767978e-08]"
6368,a man is standing in front of a store.,"[5.8927179e-09 3.1410931e-05 9.9789667e-01 ... 2.4093943e-08 2.9255443e-08
 2.0767978e-08]"
6369,a man in a suit and tie is standing in a room.,"[4.7677462e-09 3.7726408e-05 9.9804497e-01 ... 1.9702593e-08 2.4157119e-08
 1.5860159e-08]"
6370,a man in a suit and tie is standing in a room.,"[4.7677462e-09 3.7726408e-05 9.9804497e-01 ... 1.9702593e-08 2.4157119e-08
 1.5860159e-08]"
6371,a group of people standing on a beach with a kite.,"[5.6372023e-09 2.3762626e-05 9.9747354e-01 ... 2.3567326e-08 2.7649440e-08
 1.9778678e-08]"
6372,a man in a suit and tie is holding a cell phone.,"[3.1444851e-09 3.4025332e-05 9.9834394e-01 ... 1.2169875e-08 1.4479095e-08
 9.7886961e-09]"
6373,a man riding a skateboard on a ramp.,"[7.9448990e-09 3.7830971e-05 9.9705565e-01 ... 3.5143440e-08 4.2820641e-08
 2.8919070e-08]"
6374,a man riding a skateboard on a ramp.,"[7.9448990e-09 3.7830971e-05 9.9705565e-01 ... 3.5143440e-08 4.2820641e-08
 2.8919070e-08]"
6375,a man riding a skateboard on a ramp.,"[7.9448990e-09 3.7830971e-05 9.9705565e-01 ... 3.5143440e-08 4.2820641e-08
 2.8919070e-08]"
6376,a large airplane is parked in the middle of a field.,"[4.1866914e-09 1.8197081e-05 9.9784136e-01 ... 1.7137642e-08 1.8439353e-08
 1.4604824e-08]"
6377,a large airplane is parked in the middle of a field.,"[4.1866914e-09 1.8197081e-05 9.9784136e-01 ... 1.7137642e-08 1.8439353e-08
 1.4604824e-08]"
6378,a large airplane is parked in the middle of a field.,"[4.1866914e-09 1.8197081e-05 9.9784136e-01 ... 1.7137642e-08 1.8439353e-08
 1.4604824e-08]"
6379,a man is standing on a skateboard in the air.,"[8.0074560e-09 3.9553724e-05 9.9720216e-01 ... 3.4481396e-08 4.5067871e-08
 2.9178484e-08]"
6380,a man in a suit and tie is standing in a room.,"[3.70714681e-09 3.55819939e-05 9.98291194e-01 ... 1.44239207e-08
 1.63639999e-08 1.17314185e-08]"
6381,a man in a suit and tie is standing in a room.,"[3.70714681e-09 3.55819939e-05 9.98291194e-01 ... 1.44239207e-08
 1.63639999e-08 1.17314185e-08]"
6382,a man is holding a tennis racket on a court.,"[6.6296475e-09 3.8782895e-05 9.9734890e-01 ... 2.8417347e-08 3.9212985e-08
 2.4445800e-08]"
6383,a group of people standing on a bench in a field.,"[6.4548211e-09 3.1170937e-05 9.9758053e-01 ... 2.6210952e-08 3.2004934e-08
 2.3041078e-08]"
6384,a man is riding a skateboard down a street.,"[6.6168759e-09 3.8351103e-05 9.9745935e-01 ... 2.8204058e-08 3.4078777e-08
 2.3198874e-08]"
6385,a man is riding a skateboard down a street.,"[6.6168759e-09 3.8351103e-05 9.9745935e-01 ... 2.8204058e-08 3.4078777e-08
 2.3198874e-08]"
6386,a man in a suit and tie is standing in a room.,"[4.0539700e-09 3.9223989e-05 9.9812406e-01 ... 1.6332576e-08 2.0249949e-08
 1.3135564e-08]"
6387,a man in a suit and tie is standing in a room.,"[4.0539700e-09 3.9223989e-05 9.9812406e-01 ... 1.6332576e-08 2.0249949e-08
 1.3135564e-08]"
6388,a group of people sitting on a bench in front of a building.,"[3.9776920e-09 2.8840330e-05 9.9812442e-01 ... 1.4093511e-08 1.8027560e-08
 1.2586033e-08]"
6389,a large boat is parked on the water.,"[5.4962146e-09 2.0026542e-05 9.9758518e-01 ... 2.4453458e-08 2.6767935e-08
 1.9875895e-08]"
6390,a man in a suit and tie is holding a frisbee.,"[5.2285625e-09 3.4802513e-05 9.9774665e-01 ... 2.0781339e-08 2.7707276e-08
 1.7703526e-08]"
6391,a man in a suit and tie is holding a frisbee.,"[5.2285625e-09 3.4802513e-05 9.9774665e-01 ... 2.0781339e-08 2.7707276e-08
 1.7703526e-08]"
6392,a man in a suit and tie is holding a frisbee.,"[5.2285625e-09 3.4802513e-05 9.9774665e-01 ... 2.0781339e-08 2.7707276e-08
 1.7703526e-08]"
6393,a man in a suit and tie is holding a frisbee.,"[5.2285625e-09 3.4802513e-05 9.9774665e-01 ... 2.0781339e-08 2.7707276e-08
 1.7703526e-08]"
6394,a stop sign with a stop sign on it.,"[7.8598710e-09 3.2088712e-05 9.9713314e-01 ... 3.6780293e-08 4.4563528e-08
 2.9873945e-08]"
6395,a stop sign with a stop sign on it.,"[7.8598710e-09 3.2088712e-05 9.9713314e-01 ... 3.6780293e-08 4.4563528e-08
 2.9873945e-08]"
6396,a man riding a motorcycle on a street.,"[5.7313967e-09 3.3103097e-05 9.9763942e-01 ... 2.3469230e-08 2.7619880e-08
 1.9375166e-08]"
6397,a man riding a motorcycle on a street.,"[5.7313967e-09 3.3103097e-05 9.9763942e-01 ... 2.3469230e-08 2.7619880e-08
 1.9375166e-08]"
6398,a man riding a motorcycle on a street.,"[5.7313967e-09 3.3103097e-05 9.9763942e-01 ... 2.3469230e-08 2.7619880e-08
 1.9375166e-08]"
6399,a stop sign with a stop sign on it.,"[8.1368485e-09 3.1940603e-05 9.9702758e-01 ... 3.8115640e-08 4.4626770e-08
 3.0563520e-08]"
6400,a man holding a tennis racket on a court.,"[5.9661658e-09 4.0761377e-05 9.9745232e-01 ... 2.6439897e-08 3.5304652e-08
 2.1548107e-08]"
6401,a black and white photo of a car parked on a sidewalk.,"[3.7114793e-09 3.7252034e-05 9.9809390e-01 ... 1.4295287e-08 1.5722357e-08
 1.1627528e-08]"
6402,a large clock tower with a clock on it.,"[5.0313615e-09 2.4395971e-05 9.9764651e-01 ... 2.1372349e-08 2.5019810e-08
 1.7351121e-08]"
6403,a large clock tower with a clock on it.,"[5.0313615e-09 2.4395971e-05 9.9764651e-01 ... 2.1372349e-08 2.5019810e-08
 1.7351121e-08]"
6404,a man in a suit and tie in a room.,"[5.9757457e-09 3.8670725e-05 9.9784076e-01 ... 2.4351541e-08 2.8421006e-08
 2.0477522e-08]"
6405,a man in a suit and tie in a room.,"[5.9757457e-09 3.8670725e-05 9.9784076e-01 ... 2.4351541e-08 2.8421006e-08
 2.0477522e-08]"
6406,a man in a suit and tie in a room.,"[5.9757457e-09 3.8670725e-05 9.9784076e-01 ... 2.4351541e-08 2.8421006e-08
 2.0477522e-08]"
6407,a man holding a cell phone in a hand.,"[5.1404743e-09 3.5734396e-05 9.9787188e-01 ... 2.1371958e-08 2.6904328e-08
 1.7613791e-08]"
6408,a man is standing in front of a building.,"[6.0661418e-09 3.3896216e-05 9.9776959e-01 ... 2.5793142e-08 3.3123911e-08
 2.1463229e-08]"
6409,a large white and white photo of a building with a clock on it.,"[4.2701065e-09 2.3281418e-05 9.9758089e-01 ... 1.5687263e-08 1.7443021e-08
 1.3719234e-08]"
6410,a large white and white photo of a building with a clock on it.,"[4.2701065e-09 2.3281418e-05 9.9758089e-01 ... 1.5687263e-08 1.7443021e-08
 1.3719234e-08]"
6411,a large white and white photo of a building with a clock on it.,"[4.2701065e-09 2.3281418e-05 9.9758089e-01 ... 1.5687263e-08 1.7443021e-08
 1.3719234e-08]"
6412,a large white and white photo of a building with a clock on it.,"[4.2701065e-09 2.3281418e-05 9.9758089e-01 ... 1.5687263e-08 1.7443021e-08
 1.3719234e-08]"
6413,a man is riding a skateboard on a street.,"[7.2508817e-09 3.3191955e-05 9.9733031e-01 ... 3.1651588e-08 4.0957698e-08
 2.7083832e-08]"
6414,a table with a bunch of food on it.,"[6.8330870e-09 2.2244760e-05 9.9710840e-01 ... 3.8603535e-08 3.1830325e-08
 2.7368054e-08]"
6415,a man is standing on a bench in a park.,"[5.4264011e-09 4.1969113e-05 9.9766088e-01 ... 2.1270216e-08 2.7025353e-08
 1.7631812e-08]"
6416,a group of people standing around a train station.,"[8.3781746e-09 3.2614276e-05 9.9727577e-01 ... 3.5870553e-08 4.6315762e-08
 3.1015148e-08]"
6417,a man in a suit and a woman standing on a tennis court.,"[5.3252780e-09 5.7013684e-05 9.9750394e-01 ... 2.0635371e-08 2.9615297e-08
 1.7902012e-08]"
6418,a man in a suit and a woman standing on a tennis court.,"[5.3252780e-09 5.7013684e-05 9.9750394e-01 ... 2.0635371e-08 2.9615297e-08
 1.7902012e-08]"
6419,a person riding a snowboard down a snow covered slope.,"[5.7705010e-09 3.2301461e-05 9.9741864e-01 ... 2.5075572e-08 2.3986500e-08
 1.9830246e-08]"
6420,a man in a suit and tie is standing in a room.,"[3.9819468e-09 3.7357629e-05 9.9818254e-01 ... 1.5444295e-08 1.8648180e-08
 1.2596036e-08]"
6421,a man in a suit and tie is standing in a room.,"[3.9819468e-09 3.7357629e-05 9.9818254e-01 ... 1.5444295e-08 1.8648180e-08
 1.2596036e-08]"
6422,a man in a suit and tie is standing in a room.,"[3.9819468e-09 3.7357629e-05 9.9818254e-01 ... 1.5444295e-08 1.8648180e-08
 1.2596036e-08]"
6423,a man is holding a cell phone in a room.,"[4.4279718e-09 3.1731568e-05 9.9804938e-01 ... 1.8243840e-08 2.1823693e-08
 1.5019802e-08]"
6424,a man is holding a cell phone in a room.,"[4.4279718e-09 3.1731568e-05 9.9804938e-01 ... 1.8243840e-08 2.1823693e-08
 1.5019802e-08]"
6425,a man is holding a cell phone in a room.,"[4.4279718e-09 3.1731568e-05 9.9804938e-01 ... 1.8243840e-08 2.1823693e-08
 1.5019802e-08]"
6426,a man is holding a cell phone in a room.,"[4.4279718e-09 3.1731568e-05 9.9804938e-01 ... 1.8243840e-08 2.1823693e-08
 1.5019802e-08]"
6427,a man riding a skateboard on a street.,"[7.0852493e-09 3.7308597e-05 9.9728227e-01 ... 3.0745881e-08 3.7955960e-08
 2.5341670e-08]"
6428,a vase with a vase and a vase on it.,"[4.3981432e-09 2.2412803e-05 9.9781007e-01 ... 1.8074102e-08 1.8341998e-08
 1.4901220e-08]"
6429,a man in a suit and tie is standing in a room.,"[3.7365000e-09 3.3041269e-05 9.9829680e-01 ... 1.4269721e-08 1.6628354e-08
 1.1746217e-08]"
6430,a man holding a cell phone on a cell phone.,"[4.7114992e-09 3.6295849e-05 9.9796510e-01 ... 2.0769562e-08 2.4256064e-08
 1.6328544e-08]"
6431,a man holding a cell phone on a cell phone.,"[4.7114992e-09 3.6295849e-05 9.9796510e-01 ... 2.0769562e-08 2.4256064e-08
 1.6328544e-08]"
6432,a man holding a cell phone on a cell phone.,"[4.7114992e-09 3.6295849e-05 9.9796510e-01 ... 2.0769562e-08 2.4256064e-08
 1.6328544e-08]"
6433,a man in a suit and tie is holding a cell phone.,"[3.7030676e-09 3.4581099e-05 9.9818987e-01 ... 1.4520166e-08 1.7908310e-08
 1.1616963e-08]"
6434,a man in a suit and tie is holding a cell phone.,"[3.7030676e-09 3.4581099e-05 9.9818987e-01 ... 1.4520166e-08 1.7908310e-08
 1.1616963e-08]"
6435,a man in a suit and tie is holding a cell phone.,"[3.7030676e-09 3.4581099e-05 9.9818987e-01 ... 1.4520166e-08 1.7908310e-08
 1.1616963e-08]"
6436,a man is holding a cell phone in a room.,"[4.1497810e-09 3.2407297e-05 9.9811041e-01 ... 1.7102126e-08 2.0810219e-08
 1.4036066e-08]"
6437,a man is holding a cell phone in a room.,"[4.1497810e-09 3.2407297e-05 9.9811041e-01 ... 1.7102126e-08 2.0810219e-08
 1.4036066e-08]"
6438,a man is holding a cell phone in a room.,"[4.1497810e-09 3.2407297e-05 9.9811041e-01 ... 1.7102126e-08 2.0810219e-08
 1.4036066e-08]"
6439,a man in a suit and tie is standing in a room.,"[4.3493764e-09 3.8518319e-05 9.9808645e-01 ... 1.6562657e-08 2.0085322e-08
 1.3603973e-08]"
6440,a man in a suit and tie is standing in a room.,"[4.3493764e-09 3.8518319e-05 9.9808645e-01 ... 1.6562657e-08 2.0085322e-08
 1.3603973e-08]"
6441,a man in a suit and tie is standing in a room.,"[4.07885326e-09 3.77047436e-05 9.98225391e-01 ... 1.64758838e-08
 1.85610105e-08 1.34084495e-08]"
6442,a man in a suit and tie is standing in a room.,"[4.07885326e-09 3.77047436e-05 9.98225391e-01 ... 1.64758838e-08
 1.85610105e-08 1.34084495e-08]"
6443,a man in a suit and tie is standing in a room.,"[4.07885326e-09 3.77047436e-05 9.98225391e-01 ... 1.64758838e-08
 1.85610105e-08 1.34084495e-08]"
6444,a man in a suit and tie is standing in a room.,"[4.07885326e-09 3.77047436e-05 9.98225391e-01 ... 1.64758838e-08
 1.85610105e-08 1.34084495e-08]"
6445,a man wearing a suit and tie and tie.,"[7.2396964e-09 2.8558576e-05 9.9771392e-01 ... 3.2210647e-08 3.8595680e-08
 2.6440071e-08]"
6446,a man holding a cell phone in a hand.,"[6.6940733e-09 4.4515662e-05 9.9736857e-01 ... 2.8551179e-08 3.6650583e-08
 2.3137330e-08]"
6447,a man holding a banana in a hand.,"[5.2600160e-09 3.8110757e-05 9.9769431e-01 ... 2.3799375e-08 2.7922271e-08
 1.8354919e-08]"
6448,a man holding a banana in a hand.,"[5.2600160e-09 3.8110757e-05 9.9769431e-01 ... 2.3799375e-08 2.7922271e-08
 1.8354919e-08]"
6449,a man holding a banana in a hand.,"[5.2600160e-09 3.8110757e-05 9.9769431e-01 ... 2.3799375e-08 2.7922271e-08
 1.8354919e-08]"
6450,a man in a suit and tie is standing in a room.,"[4.4884616e-09 3.9209073e-05 9.9811375e-01 ... 1.8178048e-08 2.2111154e-08
 1.4905130e-08]"
6451,a man in a suit and tie is standing in a room.,"[4.4884616e-09 3.9209073e-05 9.9811375e-01 ... 1.8178048e-08 2.2111154e-08
 1.4905130e-08]"
6452,a man in a suit and tie is standing in a room.,"[4.4884616e-09 3.9209073e-05 9.9811375e-01 ... 1.8178048e-08 2.2111154e-08
 1.4905130e-08]"
6453,a man in a suit and tie is standing in a room.,"[4.45707649e-09 3.81594837e-05 9.98070061e-01 ... 1.73606090e-08
 2.20233556e-08 1.42637875e-08]"
6454,a man is holding a tennis racket in a hand.,"[6.0374097e-09 3.8254067e-05 9.9747050e-01 ... 2.5639263e-08 3.5133194e-08
 2.1889971e-08]"
6455,a man is standing on a skateboard in a park.,"[6.3932357e-09 4.1033196e-05 9.9749064e-01 ... 2.4910484e-08 3.1610757e-08
 2.1205507e-08]"
6456,a man holding a cell phone in a hand.,"[4.7127018e-09 3.8573497e-05 9.9786192e-01 ... 2.0304183e-08 2.5440546e-08
 1.6376195e-08]"
6457,a man holding a cell phone in a hand.,"[4.7127018e-09 3.8573497e-05 9.9786192e-01 ... 2.0304183e-08 2.5440546e-08
 1.6376195e-08]"
6458,a group of people riding horses on a dirt road.,"[6.1644929e-09 2.9249093e-05 9.9755871e-01 ... 2.7522780e-08 3.0510300e-08
 2.2481956e-08]"
6459,a group of people riding horses on a dirt road.,"[6.1644929e-09 2.9249093e-05 9.9755871e-01 ... 2.7522780e-08 3.0510300e-08
 2.2481956e-08]"
6460,a group of people riding horses on a dirt road.,"[6.1644929e-09 2.9249093e-05 9.9755871e-01 ... 2.7522780e-08 3.0510300e-08
 2.2481956e-08]"
6461,a group of people riding horses on a dirt road.,"[6.1644929e-09 2.9249093e-05 9.9755871e-01 ... 2.7522780e-08 3.0510300e-08
 2.2481956e-08]"
6462,a man holding a cell phone in a hand.,"[4.7671240e-09 3.6213769e-05 9.9795854e-01 ... 1.9993124e-08 2.4377885e-08
 1.6044165e-08]"
6463,a man is holding a skateboard on a skateboard.,"[5.4749778e-09 3.8845854e-05 9.9747157e-01 ... 2.2960478e-08 2.7372018e-08
 1.8248725e-08]"
6464,a clock on a pole with a clock on it.,"[5.5992926e-09 2.5708736e-05 9.9759018e-01 ... 2.3798298e-08 2.7512575e-08
 1.9745556e-08]"
6465,a clock on a pole with a clock on it.,"[5.5992926e-09 2.5708736e-05 9.9759018e-01 ... 2.3798298e-08 2.7512575e-08
 1.9745556e-08]"
6466,a man in a suit and tie is standing in a room.,"[4.5251238e-09 4.1224404e-05 9.9804902e-01 ... 1.7662609e-08 2.1276220e-08
 1.4429528e-08]"
6467,a man in a suit and tie is standing in a room.,"[4.5251238e-09 4.1224404e-05 9.9804902e-01 ... 1.7662609e-08 2.1276220e-08
 1.4429528e-08]"
6468,a man in a suit and tie is standing in a room.,"[4.5251238e-09 4.1224404e-05 9.9804902e-01 ... 1.7662609e-08 2.1276220e-08
 1.4429528e-08]"
6469,a man in a suit and tie is standing in a room.,"[4.7111879e-09 4.2406580e-05 9.9803621e-01 ... 1.7935665e-08 2.1186935e-08
 1.5134631e-08]"
6470,a man in a suit and tie is standing in a room.,"[4.7111879e-09 4.2406580e-05 9.9803621e-01 ... 1.7935665e-08 2.1186935e-08
 1.5134631e-08]"
6471,a man in a suit and tie is standing in a room.,"[4.7111879e-09 4.2406580e-05 9.9803621e-01 ... 1.7935665e-08 2.1186935e-08
 1.5134631e-08]"
6472,a man in a suit and tie is standing in a room.,"[3.8515080e-09 3.5511821e-05 9.9827027e-01 ... 1.5437964e-08 1.7879136e-08
 1.2336633e-08]"
6473,a man in a suit and tie is standing in a room.,"[3.8515080e-09 3.5511821e-05 9.9827027e-01 ... 1.5437964e-08 1.7879136e-08
 1.2336633e-08]"
6474,a man in a suit and tie is standing in a room.,"[3.8515080e-09 3.5511821e-05 9.9827027e-01 ... 1.5437964e-08 1.7879136e-08
 1.2336633e-08]"
6475,a man in a suit and tie is holding a tennis racket.,"[4.6070001e-09 3.5131776e-05 9.9784636e-01 ... 1.8748874e-08 2.5534412e-08
 1.5931947e-08]"
6476,a man in a suit and tie is standing in a room.,"[4.4541517e-09 3.8708862e-05 9.9811161e-01 ... 1.7531171e-08 2.0647825e-08
 1.4554629e-08]"
6477,a man in a suit and tie is standing in a room.,"[4.4541517e-09 3.8708862e-05 9.9811161e-01 ... 1.7531171e-08 2.0647825e-08
 1.4554629e-08]"
